Gene	Rhizobium_anhuiense_QUR0004	Rhizobium_anhuiense_QUR0010	Rhizobium_anhuiense_QUR0012	Rhizobium_anhuiense_QUR0013	Rhizobium_anhuiense_QUR0014	Rhizobium_anhuiense_QUR0015	Rhizobium_anhuiense_QUR0020	Rhizobium_anhuiense_QUR0021	Rhizobium_anhuiense_QUR0022	Rhizobium_anhuiense_QUR0023	Rhizobium_anhuiense_QUR0040	Rhizobium_anhuiense_QUR0041	Rhizobium_anhuiense_QUR0072	Rhizobium_anhuiense_QUR0074	Rhizobium_anhuiense_QUR0094	Rhizobium_anhuiense_QUR0096	Rhizobium_anhuiense_QUR0109	Rhizobium_anhuiense_QUR0123	Rhizobium_anhuiense_QUR0194	Rhizobium_anhuiense_QUR0195	Rhizobium_anhuiense_QUR0196	Rhizobium_anhuiense_QUR0203	Rhizobium_anhuiense_QUR0204	Rhizobium_anhuiense_QUR0205	Rhizobium_anhuiense_QUR0207	Rhizobium_anhuiense_QUR0209	Rhizobium_binxianense_QUR0024	Rhizobium_binxianense_QUR0068	Rhizobium_binxianense_QUR0135	Rhizobium_binxianense_QUR0170	Rhizobium_binxianense_QUR0191	Rhizobium_binxianense_QUR0206	Rhizobium_croatiense_QUR0011	Rhizobium_croatiense_QUR0016	Rhizobium_croatiense_QUR0017	Rhizobium_croatiense_QUR0018	Rhizobium_croatiense_QUR0019	Rhizobium_croatiense_QUR0032	Rhizobium_croatiense_QUR0033	Rhizobium_croatiense_QUR0034	Rhizobium_croatiense_QUR0036	Rhizobium_croatiense_QUR0037	Rhizobium_croatiense_QUR0038	Rhizobium_croatiense_QUR0039	Rhizobium_croatiense_QUR0043	Rhizobium_croatiense_QUR0045	Rhizobium_croatiense_QUR0046	Rhizobium_croatiense_QUR0048	Rhizobium_croatiense_QUR0053	Rhizobium_croatiense_QUR0054	Rhizobium_croatiense_QUR0055	Rhizobium_croatiense_QUR0057	Rhizobium_croatiense_QUR0058	Rhizobium_croatiense_QUR0076	Rhizobium_croatiense_QUR0077	Rhizobium_croatiense_QUR0078	Rhizobium_croatiense_QUR0079	Rhizobium_croatiense_QUR0081	Rhizobium_croatiense_QUR0082	Rhizobium_croatiense_QUR0083	Rhizobium_croatiense_QUR0084	Rhizobium_croatiense_QUR0085	Rhizobium_croatiense_QUR0086	Rhizobium_croatiense_QUR0087	Rhizobium_croatiense_QUR0088	Rhizobium_croatiense_QUR0089	Rhizobium_croatiense_QUR0090	Rhizobium_croatiense_QUR0103	Rhizobium_croatiense_QUR0106	Rhizobium_croatiense_QUR0111	Rhizobium_croatiense_QUR0113	Rhizobium_croatiense_QUR0114	Rhizobium_croatiense_QUR0115	Rhizobium_croatiense_QUR0116	Rhizobium_croatiense_QUR0117	Rhizobium_croatiense_QUR0126	Rhizobium_croatiense_QUR0130	Rhizobium_croatiense_QUR0132	Rhizobium_croatiense_QUR0133	Rhizobium_croatiense_QUR0134	Rhizobium_croatiense_QUR0137	Rhizobium_croatiense_QUR0149	Rhizobium_croatiense_QUR0150	Rhizobium_croatiense_QUR0151	Rhizobium_croatiense_QUR0152	Rhizobium_croatiense_QUR0153	Rhizobium_croatiense_QUR0154	Rhizobium_croatiense_QUR0155	Rhizobium_croatiense_QUR0156	Rhizobium_croatiense_QUR0158	Rhizobium_croatiense_QUR0160	Rhizobium_croatiense_QUR0161	Rhizobium_croatiense_QUR0162	Rhizobium_croatiense_QUR0163	Rhizobium_croatiense_QUR0165	Rhizobium_croatiense_QUR0166	Rhizobium_croatiense_QUR0167	Rhizobium_croatiense_QUR0168	Rhizobium_croatiense_QUR0171	Rhizobium_croatiense_QUR0173	Rhizobium_croatiense_QUR0174	Rhizobium_croatiense_QUR0181	Rhizobium_croatiense_QUR0183	Rhizobium_croatiense_QUR0184	Rhizobium_croatiense_QUR0185	Rhizobium_croatiense_QUR0190	Rhizobium_croatiense_QUR0227	Rhizobium_croatiense_QUR0228	Rhizobium_croatiense_QUR0257	Rhizobium_croatiense_QUR0258	Rhizobium_croatiense_QUR0261	Rhizobium_croatiense_QUR0266	Rhizobium_croatiense_QUR0267	Rhizobium_croatiense_QUR0268	Rhizobium_hidalgonense_QUR0172	Rhizobium_johnstonii_QUR0049	Rhizobium_johnstonii_QUR0061	Rhizobium_johnstonii_QUR0064	Rhizobium_johnstonii_QUR0065	Rhizobium_johnstonii_QUR0098	Rhizobium_johnstonii_QUR0099	Rhizobium_johnstonii_QUR0100	Rhizobium_johnstonii_QUR0101	Rhizobium_johnstonii_QUR0102	Rhizobium_johnstonii_QUR0128	Rhizobium_johnstonii_QUR0140	Rhizobium_johnstonii_QUR0141	Rhizobium_johnstonii_QUR0142	Rhizobium_johnstonii_QUR0143	Rhizobium_johnstonii_QUR0144	Rhizobium_johnstonii_QUR0145	Rhizobium_johnstonii_QUR0175	Rhizobium_johnstonii_QUR0176	Rhizobium_johnstonii_QUR0178	Rhizobium_johnstonii_QUR0179	Rhizobium_johnstonii_QUR0180	Rhizobium_johnstonii_QUR0263	Rhizobium_johnstonii_QUR0264	Rhizobium_laguerreae_QUR0112	Rhizobium_laguerreae_QUR0159	Rhizobium_laguerreae_QUR0226	Rhizobium_leguminosarum_QUR0028	Rhizobium_leguminosarum_QUR0030	Rhizobium_leguminosarum_QUR0031	Rhizobium_leguminosarum_QUR0035	Rhizobium_leguminosarum_QUR0050	Rhizobium_leguminosarum_QUR0051	Rhizobium_leguminosarum_QUR0062	Rhizobium_leguminosarum_QUR0104	Rhizobium_leguminosarum_QUR0105	Rhizobium_leguminosarum_QUR0110	Rhizobium_leguminosarum_QUR0120	Rhizobium_leguminosarum_QUR0121	Rhizobium_leguminosarum_QUR0122	Rhizobium_leguminosarum_QUR0129	Rhizobium_leguminosarum_QUR0136	Rhizobium_leguminosarum_QUR0138	Rhizobium_leguminosarum_QUR0139	Rhizobium_leguminosarum_QUR0157	Rhizobium_leguminosarum_QUR0169	Rhizobium_leguminosarum_QUR0177	Rhizobium_leguminosarum_QUR0186	Rhizobium_leguminosarum_QUR0210	Rhizobium_leguminosarum_QUR0211	Rhizobium_leguminosarum_QUR0213	Rhizobium_leguminosarum_QUR0214	Rhizobium_mongolense_QUR0056	Rhizobium_mongolense_QUR0080	Rhizobium_mongolense_QUR0164	Rhizobium_mongolense_QUR0187	Rhizobium_sophoriradicis_QUR0001	Rhizobium_sophoriradicis_QUR0002	Rhizobium_sophoriradicis_QUR0003	Rhizobium_sophoriradicis_QUR0005	Rhizobium_sophoriradicis_QUR0006	Rhizobium_sophoriradicis_QUR0007	Rhizobium_sophoriradicis_QUR0009	Rhizobium_sophoriradicis_QUR0052	Rhizobium_sophoriradicis_QUR0059	Rhizobium_sophoriradicis_QUR0060	Rhizobium_sophoriradicis_QUR0067	Rhizobium_sophoriradicis_QUR0069	Rhizobium_sophoriradicis_QUR0091	Rhizobium_sophoriradicis_QUR0095	Rhizobium_sophoriradicis_QUR0119	Rhizobium_sophoriradicis_QUR0125	Rhizobium_sophoriradicis_QUR0131	Rhizobium_sophoriradicis_QUR0189	Rhizobium_sophoriradicis_QUR0192	Rhizobium_sophoriradicis_QUR0197	Rhizobium_sophoriradicis_QUR0198	Rhizobium_sophoriradicis_QUR0199	Rhizobium_sophoriradicis_QUR0200	Rhizobium_sophoriradicis_QUR0201	Rhizobium_sophoriradicis_QUR0202	Rhizobium_sophoriradicis_QUR0212	Rhizobium_sophoriradicis_QUR0259	Rhizobium_sophoriradicis_QUR0260	Rhizobium_sophoriradicis_QUR0262	Rhizobium_sophoriradicis_QUR0265	Rhizobium_spA_QUR0029	Rhizobium_spA_QUR0042	Rhizobium_spA_QUR0063	Rhizobium_spA_QUR0070	Rhizobium_spA_QUR0071	Rhizobium_spA_QUR0073	Rhizobium_spA_QUR0075	Rhizobium_spA_QUR0092	Rhizobium_spA_QUR0093	Rhizobium_spA_QUR0108	Rhizobium_spA_QUR0208	Rhizobium_spB_QUR0044	Rhizobium_spB_QUR0047	Rhizobium_spB_QUR0107	Rhizobium_spB_QUR0188	Rhizobium_spB_QUR0225
group_20508	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_20500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_20458	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_20412	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_20408	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_20353	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_20350	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_20349	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_20340	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
group_20330	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
